TYPE	data	arabish	class	CODA	token	pos	lemma	governorate	age	gender
forum	20140912	kima	arabizi	كيما	كيما	CONJ	كيما	/	/	/
forum	20140912	howa	arabizi	هو	هو	PRON_3MS	هو	/	/	/
forum	20140912	yji	arabizi	يجي	يجي	IV3MS-IV	جا	/	/	/
forum	20140912	yejbed	arabizi	يجبد	يجبد	IV3MS-IV	جبد	/	/	/
forum	20140912	la7dith	arabizi	الحديث	ال+حديث	DET+NOUN	حديث	/	/	/
forum	20140912	donc	foreign	donc	foreign	foreign	foreign	/	/	/
forum	20140912	il	foreign	il	foreign	foreign	foreign	/	/	/
forum	20140912	accepte	foreign	accepte	foreign	foreign	foreign	/	/	/
forum	20140912	bech	arabizi	باش	باش	FUT_PART	باش	/	/	/
forum	20140912	yasma3	arabizi	يسمع	يسمع	IV3MS-IV	سمع	/	/	/
forum	20140912	mouch	arabizi	موش	موش	NEG_PART	مش	/	/	/
forum	20140912	kima	arabizi	كيما	كيما	CONJ	كيما	/	/	/
forum	20140912	éna	arabizi	انا	انا	PRON_1S	هو	/	/	/
forum	20140912	nemchilou	arabizi	نمشي له	نمشي+ل+ه	IV1S-IV+[PREP+PRON_3MS]PVSUFF_IO:3MS	مشى	/	/	/
forum	20140912	(	arabizi	)	(	PUNC	PUNC	/	/	/
forum	20140912	comme	foreign	comme	foreign	foreign	foreign	/	/	/
forum	20140912	dab	arabizi	داب	داب	NOUN	داب	/	/	/
forum	20140912	)	arabizi	(	)	PUNC	PUNC	/	/	/
forum	20140912	taw	arabizi	تو	تو	ADV	توّا	/	/	/
forum	20140912	nchouf	arabizi	نشوف	نشوف	IV1S-IV	شاف	/	/	/
forum	20140912	win	arabizi	وين	وين	REL_PRON	وين	/	/	/
forum	20140912	bech	arabizi	باش	باش	FUT_PART	باش	/	/	/
forum	20140912	trassi	arabizi	ترصّي	ترصّي	IV2S-IV	رصّى	/	/	/
forum	20140912	hani	arabizi	هاني	ها+ني	FOCUS_PART+PRON_1S	هو	/	/	/
forum	20140912	j'observe	foreign	j'observe	foreign	foreign	foreign	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	salut	foreign	salut	foreign	foreign	foreign	/	/	/
forum	20140912	m5abbi1218	arabizi	مخبّي1218	مخبّي1218	NOUN_PROP	مخبّي1218	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	tout	foreign	tout	foreign	foreign	foreign	/	/	/
forum	20140912	d'abord	foreign	d'abord	foreign	foreign	foreign	/	/	/
forum	20140912	mademou	arabizi	مادامه	مادام+ه	CONJ+PRON_3MS	مادام	/	/	/
forum	20140912	rajlik	arabizi	راجلك	راجل+ك	NOUN+POSS_PRON_2S	راجل	/	/	/
forum	20140912	moch	arabizi	موش	موش	NEG_PART	مش	/	/	/
forum	20140912	mta3	arabizi	متاع	متاع	PREP	متاع	/	/	/
forum	20140912	5arjett	arabizi	خرجات	خرجات	NOUN-NSUFF_FEM_PL	خرجة	/	/	/
forum	20140912	w	arabizi	و	و	CONJ	و	/	/	/
forum	20140912	dima	arabizi	ديما	ديما	ADV	ديما	/	/	/
forum	20140912	te3id	arabizi	تاعب	تاعب	ADJ	تاعب	/	/	/
forum	20140912	w	arabizi	و	و	CONJ	و	/	/	/
forum	20140912	dra	arabizi	درى	درى	[PV-PVSUFF_SUBJ:3MS]ADV	درى	/	/	/
forum	20140912	chnouwa	arabizi	شنوة	شنوة	INTERROG_PRON	شنوّة	/	/	/
forum	20140912	.	arabizi	.	.	PUNC	PUNC	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	n9ollik	arabizi	نقول لك	نقول+ل+ك	IV1S-IV+[PREP+PRON_2S]PVSUFF_IO:2S	قال	/	/	/
forum	20140912	chidd	arabizi	شد	شد	CV2S-CV	شدّ	/	/	/
forum	20140912	s7i7	arabizi	صحيح	صحيح	ADV	صحيح	/	/	/
forum	20140912	fi	arabizi	في	في	PREP	في	/	/	/
forum	20140912	sport	foreign	sport	foreign	foreign	foreign	/	/	/
forum	20140912	matbatalich	arabizi	ما تبطّليش	ما+تبطّل+ش	NEG_PART+IV2S-IV+NEG_PART	بطّل	/	/	/
forum	20140912	ken	arabizi	كان	كان	SUB_CONJ	كان	/	/	/
forum	20140912	3inou	arabizi	عينه	عين+ه	NOUN+POSS_PRON_3MS	عين	/	/	/
forum	20140912	yetrena	arabizi	يترانى	يترانى	IV3MS-IV	ترانى	/	/	/
forum	20140912	m3ak	arabizi	معك	مع+ك	PREP+NOUN	مع	/	/	/
forum	20140912	.	arabizi	.	.	PUNC	PUNC	/	/	/
forum	20140912	parcontre	foreign	parcontre	foreign	foreign	foreign	/	/	/
forum	20140912	essaye	foreign	essaye	foreign	foreign	foreign	/	/	/
forum	20140912	fi	arabizi	في	في	PREP	في	/	/	/
forum	20140912	les	foreign	les	foreign	foreign	foreign	/	/	/
forum	20140912	autres	foreign	autres	foreign	foreign	foreign	/	/	/
forum	20140912	jours	foreign	jours	foreign	foreign	foreign	/	/	/
forum	20140912	innik	arabizi	انّك	انّ+ك	SUB_CONJ+PRON_2S	هو	/	/	/
forum	20140912	tkoun	arabizi	تكون	تكون	IV2S-IV	كان	/	/	/
forum	20140912	plus	foreign	plus	foreign	foreign	foreign	/	/	/
forum	20140912	présente	foreign	présente	foreign	foreign	foreign	/	/	/
forum	20140912	fi	arabizi	في	في	PREP	في	/	/	/
forum	20140912	eddar	arabizi	الدار	ال+دار	DET+NOUN	دار	/	/	/
forum	20140912	ya3ni	arabizi	يعني	يعني	IV3MS-IV	عنى	/	/	/
forum	20140912	moch	arabizi	موش	موش	NEG_PART	مش	/	/	/
forum	20140912	houwa	arabizi	هو	هو	PRON_3MS	هو	/	/	/
forum	20140912	5raj	arabizi	خرج	خرج	ADJ	خرج	/	/	/
forum	20140912	inti	arabizi	انتي	انتي	PRON_2S	هو	/	/	/
forum	20140912	to5rej	arabizi	تخرج	تخرج	IV2S-IV	خرج	/	/	/
forum	20140912	.	arabizi	.	.	PUNC	PUNC	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	chouf	arabizi	شف	شف	CV2S-CV	شاف	/	/	/
forum	20140912	7aja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة	/	/	/
forum	20140912	a3melha	arabizi	اعملها	اعمل+ها	CV2S-CV+CVSUFF_DO:3FS	عمل	/	/	/
forum	20140912	fi	arabizi	في	في	PREP	في	/	/	/
forum	20140912	eddar	arabizi	الدار	ال+دار	DET+NOUN	دار	/	/	/
forum	20140912	mak	arabizi	ماك	ما+ك	FOCUS_PART+PRON_2S	هو	/	/	/
forum	20140912	ta3ref	arabizi	تعرف	تعرف	IV2S-IV	عرف	/	/	/
forum	20140912	illi	arabizi	اللي	اللي	REL_PRON	اللي	/	/	/
forum	20140912	ye5dim	arabizi	يخدم	يخدم	IV3MS-IV	خدم	/	/	/
forum	20140912	dima	arabizi	ديما	ديما	ADV	ديما	/	/	/
forum	20140912	darou	arabizi	داره	دار+ه	NOUN+POSS_PRON_3MS	دار	/	/	/
forum	20140912	semi	foreign	semi	foreign	foreign	foreign	/	/	/
forum	20140912	-	foreign	-	foreign	foreign	foreign	/	/	/
forum	20140912	rangé	foreign	rangé	foreign	foreign	foreign	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	rabi	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	/	/	/
forum	20140912	yehdih	arabizi	يهديه	يهدي+ه	IV3MS-IV+IVSUFF_DO:3MS	هدى	/	/	/
forum	20140912	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20140912	ysirou	arabizi	يصيروا	يصيروا	IV3P-IV-IVSUFF_SUBJ:P	صار	/	/	/
forum	20140912	raho	arabizi	راه	را+ه	FOCUS_PART+PRON_3MS	هو	/	/	/
forum	20140912	machakel	arabizi	مشاكل	مشاكل	NOUN	مشكلة	/	/	/
forum	20140912	haka	arabizi	هكّا	هكّا	ADV	هكّا	/	/	/
forum	20140912	bin	arabizi	بين	بين	PREP	بين	/	/	/
forum	20140912	les	foreign	les	foreign	foreign	foreign	/	/	/
forum	20140912	couples	foreign	couples	foreign	foreign	foreign	/	/	/
forum	20140912	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20140912	elmohem	arabizi	المهم	ال+مهم	DET+ADJ	مهم	/	/	/
forum	20140912	essai	foreign	essai	foreign	foreign	foreign	/	/	/
forum	20140912	toujours	foreign	toujours	foreign	foreign	foreign	/	/	/
forum	20140912	bach	arabizi	باش	باش	FUT_PART	باش	/	/	/
forum	20140912	t7ello	arabizi	تحلّوا	تحلّوا	PV-PVSUFF_SUBJ:2P	حلّ	/	/	/
forum	20140912	el	arabizi	ال	ال	DET	ال	/	/	/
forum	20140912	mochkel	arabizi	مشكل	مشكل	NOUN	مشكلة	/	/	/
forum	20140912	wa7adkom	arabizi	وحدكم	وحد+كم	ADV+PRON_2P	وحد	/	/	/
forum	20140912	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20140912	w	arabizi	و	و	CONJ	و	/	/	/
forum	20140912	mada5lou	arabizi	ما دخلوا	ما+دخلوا	NEG_PART+PV-PVSUFF_SUBJ:3P	دخل	/	/	/
forum	20140912	7ad	arabizi	حدّ	حدّ	PRON_INDEF	حدّ	/	/	/
forum	20140912	mel	arabizi	مال	م+ال	PREP+DET	من	/	/	/
forum	20140912	famille	foreign	famille	foreign	foreign	foreign	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	tiens	foreign	tiens	foreign	foreign	foreign	/	/	/
forum	20140912	bon	foreign	bon	foreign	foreign	foreign	/	/	/
forum	20140912	m5abbi1218	arabizi	مخبّي1218	مخبّي1218	NOUN_PROP	مخبّي1218	/	/	/
forum	20140912	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20140912	les	foreign	les	foreign	foreign	foreign	/	/	/
forum	20140912	hommes	foreign	hommes	foreign	foreign	foreign	/	/	/
forum	20140912	sont	foreign	sont	foreign	foreign	foreign	/	/	/
forum	20140912	tous	foreign	tous	foreign	foreign	foreign	/	/	/
forum	20140912	les	foreign	les	foreign	foreign	foreign	/	/	/
forum	20140912	memes	foreign	memes	foreign	foreign	foreign	/	/	/
forum	20140912	pffffffffffffff	foreign	pffffffffffffff	foreign	foreign	foreign	/	/	/
forum	20140912	égoistes	foreign	égoistes	foreign	foreign	foreign	/	/	/
forum	20140912	égoistes	foreign	égoistes	foreign	foreign	foreign	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	THANNA	arabizi	تهنّى	تهنّى	IV2S-IV	هنّى	/	/	/
forum	20140912	HAKEKA	arabizi	هكاكا	هكاكا	ADV	هكاكا	/	/	/
forum	20140912	3OMRI	arabizi	عمري	عمر+ي	[NOUN+POSS_PRON_1S]ADV	عمري	/	/	/
forum	20140912	LA	arabizi	لا	لا	NEG_PART	لا	/	/	/
forum	20140912	DAKHALET	arabizi	دخّلت	دخّلت	PV-PVSUFF_SUBJ:1S	دخّل	/	/	/
forum	20140912	7AD	arabizi	حدّ	حدّ	PRON_INDEF	حدّ	/	/	/
forum	20140912	7ATA	arabizi	حتّى	حتّى	SUB_CONJ	حتّى	/	/	/
forum	20140912	KI	arabizi	كي	كي	CONJ	كي	/	/	/
forum	20140912	NA7KI	arabizi	نحكي	نحكي	IV1S-IV	حكى	/	/	/
forum	20140912	A	foreign	A	foreign	foreign	foreign	/	/	/
forum	20140912	MA	foreign	MA	foreign	foreign	foreign	/	/	/
forum	20140912	SOEUR	foreign	SOEUR	foreign	foreign	foreign	/	/	/
forum	20140912	AMA	arabizi	اما	اما	CONJ	اما	/	/	/
forum	20140912	MEN	arabizi	من	من	PREP	من	/	/	/
forum	20140912	GHIR	arabizi	غير	غير	PREP	غير	/	/	/
forum	20140912	MA	arabizi	ما	ما	NEG_PART	ما	/	/	/
forum	20140912	TEDAKHEL	arabizi	تدّخل	تدّخل	IV3FS-IV	دخل	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	MERCI	arabizi	مرسي	مرسي	INTERJ	مرسي	/	/	/
forum	20140912	LES	foreign	LES	foreign	foreign	foreign	/	/	/
forum	20140912	FILLES	foreign	FILLES	foreign	foreign	foreign	/	/	/
forum	20140912	HANI	arabizi	هاني	ها+ني	FOCUS_PART+PRON_1S	هو	/	/	/
forum	20140912	NKAWEMMMMM	arabizi	نقاوم	نقاوم	IV1S-IV	قاوم	/	/	/
forum	20140912	HHHHHHH	arabizi	هههه	هههه	INTERJ	هههه	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	m5abbi1357	foreign	m5abbi1357	foreign	foreign	foreign	/	/	/
forum	20140912	C'EST	foreign	C'EST	foreign	foreign	foreign	/	/	/
forum	20140912	DUR	foreign	DUR	foreign	foreign	foreign	/	/	/
forum	20140912	WALLAH	arabizi	والله	والله	INTERJ	والله	/	/	/
forum	20140912	AMA	arabizi	اما	اما	CONJ	اما	/	/	/
forum	20140912	RANI	arabizi	راني	را+ني	FOCUS_PART+PRON_1S	هو	/	/	/
forum	20140912	CHEDA	arabizi	شادة	شادة	ADJ-NSUFF_FEM_SG	شاد	/	/	/
forum	20140912	S7I7	arabizi	صحيح	صحيح	ADV	صحيح	/	/	/
forum	20140912	KEN	arabizi	كان	كان	SUB_CONJ	كان	/	/	/
forum	20140912	TCHOUF	arabizi	تشوف	تشوف	IV2S-IV	شاف	/	/	/
forum	20140912	BADNI	arabizi	بدني	بدن+ي	NOUN+POSS_PRON_1S	بدن	/	/	/
forum	20140912	KODEM	arabizi	قدام	قدام	ADV	قدام	/	/	/
forum	20140912	IL	arabizi	ال	ال	DET	ال	/	/	/
forum	20140912	MREYA	arabizi	مراية	مراية	NOUN-NSUFF_FEM_SG	مراية	/	/	/
forum	20140912	JAMAIS	foreign	JAMAIS	foreign	foreign	foreign	/	/	/
forum	20140912	KONT	arabizi	كنت	كنت	PV-PVSUFF_SUBJ:1S	كان	/	/	/
forum	20140912	HAKA	arabizi	هكّا	هكّا	ADV	هكّا	/	/	/
forum	20140912	KERCHI	arabizi	كرشي	كرش+ي	NOUN+POSS_PRON_1S	كرش	/	/	/
forum	20140912	DEZA	arabizi	دزا	دزا	ADJ	دزّ	/	/	/
forum	20140912	W	arabizi	و	و	CONJ	و	/	/	/
forum	20140912	TAILLI	arabizi	تايّي	تايّ+ي	NOUN+POSS_PRON_1S	تايّ	/	/	/
forum	20140912	WALA	arabizi	ولّى	ولّى	PV-PVSUFF_SUBJ:3FS	ولّى	/	/	/
forum	20140912	38	arabizi	38	38	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	HETHA	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا	/	/	/
forum	20140912	MOUCH	arabizi	موش	موش	NEG_PART	مش	/	/	/
forum	20140912	40	arabizi	40	40	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	ILLI	arabizi	اللي	اللي	REL_PRON	اللي	/	/	/
forum	20140912	KBAL	arabizi	قبل	قبل	ADV	قبل	/	/	/
forum	20140912	KEN	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان	/	/	/
forum	20140912	FIL	arabizi	فال	في+ال	PREP+DET	في	/	/	/
forum	20140912	RECHERCHE	foreign	RECHERCHE	foreign	foreign	foreign	/	/	/
forum	20140912	MABIN	arabizi	ما بين	ما+بين	REL_ADV+PREP	بين	/	/	/
forum	20140912	34	arabizi	34	34	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	ET	foreign	ET	foreign	foreign	foreign	/	/	/
forum	20140912	36	arabizi	36	36	NOUN_NUM	NOUN_NUM	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	ET	foreign	ET	foreign	foreign	foreign	/	/	/
forum	20140912	C'EST	foreign	C'EST	foreign	foreign	foreign	/	/	/
forum	20140912	POUR	foreign	POUR	foreign	foreign	foreign	/	/	/
forum	20140912	MON	foreign	MON	foreign	foreign	foreign	/	/	/
forum	20140912	BIEN	foreign	BIEN	foreign	foreign	foreign	/	/	/
forum	20140912	MOUCH	arabizi	موش	موش	NEG_PART	مش	/	/	/
forum	20140912	7ATA	arabizi	حتّى	حتّى	ADV	حتّى	/	/	/
forum	20140912	POUR	foreign	POUR	foreign	foreign	foreign	/	/	/
forum	20140912	LUI	foreign	LUI	foreign	foreign	foreign	/	/	/
forum	20140912	POUR	foreign	POUR	foreign	foreign	foreign	/	/	/
forum	20140912	PLUS	foreign	PLUS	foreign	foreign	foreign	/	/	/
forum	20140912	BELLE	foreign	BELLE	foreign	foreign	foreign	/	/	/
forum	20140912	C'EST	foreign	C'EST	foreign	foreign	foreign	/	/	/
forum	20140912	SURTOUT	foreign	SURTOUT	foreign	foreign	foreign	/	/	/
forum	20140912	POUR	foreign	POUR	foreign	foreign	foreign	/	/	/
forum	20140912	MOI	foreign	MOI	foreign	foreign	foreign	/	/	/
forum	20140912	SI	foreign	SI	foreign	foreign	foreign	/	/	/
forum	20140912	JE	foreign	JE	foreign	foreign	foreign	/	/	/
forum	20140912	ME	foreign	ME	foreign	foreign	foreign	/	/	/
forum	20140912	SENT	foreign	SENT	foreign	foreign	foreign	/	/	/
forum	20140912	BIEN	foreign	BIEN	foreign	foreign	foreign	/	/	/
forum	20140912	CAVA	foreign	CAVA	foreign	foreign	foreign	/	/	/
forum	20140912	INFLUENCER	foreign	INFLUENCER	foreign	foreign	foreign	/	/	/
forum	20140912	SUR	foreign	SUR	foreign	foreign	foreign	/	/	/
forum	20140912	MON	foreign	MON	foreign	foreign	foreign	/	/	/
forum	20140912	COMPORTEMENT	foreign	COMPORTEMENT	foreign	foreign	foreign	/	/	/
forum	20140912	ET	foreign	ET	foreign	foreign	foreign	/	/	/
forum	20140912	MA	foreign	MA	foreign	foreign	foreign	/	/	/
forum	20140912	RELATION	foreign	RELATION	foreign	foreign	foreign	/	/	/
forum	20140912	AVEC	foreign	AVEC	foreign	foreign	foreign	/	/	/
forum	20140912	LUI	foreign	LUI	foreign	foreign	foreign	/	/	/
forum	20140912	AMA	arabizi	اما	اما	CONJ	اما	/	/	/
forum	20140912	HET	arabizi	هات	هات	ADV	هات	/	/	/
forum	20140912	CHKOUN	arabizi	شكون	شكون	PRON_INDEF	شكون	/	/	/
forum	20140912	YEFEHMEK	arabizi	يفهمك	يفهم+ك	IV3MS-IV+IVSUFF_DO:2S	فهم	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	tawa	arabizi	توّا	توّا	ADV	توّا	/	/	/
forum	20140912	taille	foreign	taille	foreign	foreign	foreign	/	/	/
forum	20140912	38	arabizi	38	38	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	walla	arabizi	ولّى	ولّى	PV-PVSUFF_SUBJ:3FS	ولّى	/	/	/
forum	20140912	7aja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة	/	/	/
forum	20140912	5ayba	arabizi	خايبة	خايبة	ADJ-NSUFF_FEM_SG	خايب	/	/	/
forum	20140912	??	arabizi	؟؟	؟؟	PUNC	PUNC	/	/	/
forum	20140912	taya7tli	arabizi	طيحت لي	طيحت+ل+ي	PV-PVSUFF_SUBJ:3FS+[PREP+PRON_1S]PVSUFF_IO:1S	طيح	/	/	/
forum	20140912	moral	foreign	moral	foreign	foreign	foreign	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20140912	pour	foreign	pour	foreign	foreign	foreign	/	/	/
forum	20140912	moi	foreign	moi	foreign	foreign	foreign	/	/	/
forum	20140912	oui	foreign	oui	foreign	foreign	foreign	/	/	/
forum	20140912	m5abbi1571	arabizi	مخبّي1571	مخبّي1571	NOUN_PROP	مخبّي1571	/	/	/
forum	20140912	ya	arabizi	يا	يا	VOC_PART	يا	/	/	/
forum	20140912	m5abbi1571	arabizi	مخبّي1571	مخبّي1571	NOUN_PROP	مخبّي1571	/	/	/
forum	20140912	w	arabizi	و	و	CONJ	و	/	/	/
forum	20140912	inti	arabizi	انتي	انتي	PRON_2S	هو	/	/	/
forum	20140912	rak	arabizi	راك	را+ك	FOCUS_PART+PRON_2S	هو	/	/	/
forum	20140912	m5abbi1571	arabizi	مخبّي1571	مخبّي1571	NOUN_PROP	مخبّي1571	/	/	/
forum	20140912	ena	arabizi	انا	انا	PRON_1S	هو	/	/	/
forum	20140912	2.00	arabizi	2.00	2.00	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	w	arabizi	و	و	CONJ	و	/	/	/
forum	20140912	walit	arabizi	ولّيت	ولّيت	PV-PVSUFF_SUBJ:1S	ولّى	/	/	/
forum	20140912	deba	arabizi	دبّة	دبّة	NOUN-NSUFF_FEM_SG	دبّة	/	/	/
forum	20140912	67	arabizi	67	67	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	kg	arabizi	كغ	كغ	ABBREV	كيلوغرام	/	/	/
forum	20140912	3omri	arabizi	عمري	عمر+ي	[NOUN+POSS_PRON_1S]ADV	عمري	/	/	/
forum	20140912	ma	arabizi	ما	ما	NEG_PART	ما	/	/	/
forum	20140912	wseltelha	arabizi	وصلت لها	وصلت+ل+ها	PV-PVSUFF_SUBJ:1S+[PREP+PRON_3FS]PVSUFF_IO:3FS	وصل	/	/	/
forum	20140912	dima	arabizi	ديما	ديما	ADV	ديما	/	/	/
forum	20140912	mestansa	arabizi	مستانسة	مستانسة	ADJ-NSUFF_FEM_SG	مستانس	/	/	/
forum	20140912	53	arabizi	53	53	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	w	arabizi	و	و	CONJ	و	/	/	/
forum	20140912	ken	arabizi	كان	كان	SUB_CONJ	كان	/	/	/
forum	20140912	taret	arabizi	طارت	طارت	PV-PVSUFF_SUBJ:3FS	طار	/	/	/
forum	20140912	56	arabizi	56	56	NOUN_NUM	NOUN_NUM	/	/	/
forum	20140912	pas	foreign	pas	foreign	foreign	foreign	/	/	/
forum	20140912	plus	foreign	plus	foreign	foreign	foreign	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20190412	Coucou	foreign	Coucou	foreign	foreign	foreign	/	/	/
forum	20190412	les	foreign	les	foreign	foreign	foreign	/	/	/
forum	20190412	filles	foreign	filles	foreign	foreign	foreign	/	/	/
forum	20190412	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20190412	Je	foreign	Je	foreign	foreign	foreign	/	/	/
forum	20190412	voudrais	foreign	voudrais	foreign	foreign	foreign	/	/	/
forum	20190412	avoir	foreign	avoir	foreign	foreign	foreign	/	/	/
forum	20190412	votre	foreign	votre	foreign	foreign	foreign	/	/	/
forum	20190412	avis	foreign	avis	foreign	foreign	foreign	/	/	/
forum	20190412	sur	foreign	sur	foreign	foreign	foreign	/	/	/
forum	20190412	un	foreign	un	foreign	foreign	foreign	/	/	/
forum	20190412	sujet	foreign	sujet	foreign	foreign	foreign	/	/	/
forum	20190412	:	arabizi	:	:	PUNC	PUNC	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20190412	Un	foreign	Un	foreign	foreign	foreign	/	/	/
forum	20190412	proche	foreign	proche	foreign	foreign	foreign	/	/	/
forum	20190412	vient	foreign	vient	foreign	foreign	foreign	/	/	/
forum	20190412	de	foreign	de	foreign	foreign	foreign	/	/	/
forum	20190412	se	foreign	se	foreign	foreign	foreign	/	/	/
forum	20190412	fiancer	foreign	fiancer	foreign	foreign	foreign	/	/	/
forum	20190412	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20190412	il	foreign	il	foreign	foreign	foreign	/	/	/
forum	20190412	a	foreign	a	foreign	foreign	foreign	/	/	/
forum	20190412	14	arabizi	14	14	NOUN_NUM	NOUN_NUM	/	/	/
forum	20190412	ans	foreign	ans	foreign	foreign	foreign	/	/	/
forum	20190412	de	foreign	de	foreign	foreign	foreign	/	/	/
forum	20190412	plus	foreign	plus	foreign	foreign	foreign	/	/	/
forum	20190412	que	foreign	que	foreign	foreign	foreign	/	/	/
forum	20190412	sa	foreign	sa	foreign	foreign	foreign	/	/	/
forum	20190412	fiancée	foreign	fiancée	foreign	foreign	foreign	/	/	/
forum	20190412	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20190412	elle	foreign	elle	foreign	foreign	foreign	/	/	/
forum	20190412	est	foreign	est	foreign	foreign	foreign	/	/	/
forum	20190412	jeune	foreign	jeune	foreign	foreign	foreign	/	/	/
forum	20190412	très	foreign	très	foreign	foreign	foreign	/	/	/
forum	20190412	belle	foreign	belle	foreign	foreign	foreign	/	/	/
forum	20190412	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20190412	de	foreign	de	foreign	foreign	foreign	/	/	/
forum	20190412	bonne	foreign	bonne	foreign	foreign	foreign	/	/	/
forum	20190412	famille	foreign	famille	foreign	foreign	foreign	/	/	/
forum	20190412	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	20190412	metrobia	arabizi	متربية	متربية	ADJ-NSUFF_FEM_SG	متربي	/	/	/
forum	20190412	.	arabizi	.	.	PUNC	PUNC	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20190412	Meskina	arabizi	مسكينة	مسكينة	ADJ-NSUFF_FEM_SG	مسكين	/	/	/
forum	20190412	après	foreign	après	foreign	foreign	foreign	/	/	/
forum	20190412	les	foreign	les	foreign	foreign	foreign	/	/	/
forum	20190412	fiançailles	foreign	fiançailles	foreign	foreign	foreign	/	/	/
forum	20190412	fe9et	arabizi	فاقت	فاقت	PV-PVSUFF_SUBJ:3FS	فاق	/	/	/
forum	20190412	elli	arabizi	اللي	اللي	REL_PRON	اللي	/	/	/
forum	20190412	3and'ha	arabizi	عندها	عند+ها	PREP+PRON_3FS	عند	/	/	/
forum	20190412	une	foreign	une	foreign	foreign	foreign	/	/	/
forum	20190412	maladie	foreign	maladie	foreign	foreign	foreign	/	/	/
forum	20190412	chronique	foreign	chronique	foreign	foreign	foreign	/	/	/
forum	20190412	etta3ab	arabizi	التعب	ال+تعب	DET+NOUN	تعب	/	/	/
forum	20190412	barcha	arabizi	برشا	برشا	ADV	برشا	/	/	/
forum	20190412	w	arabizi	و	و	CONJ	و	/	/	/
forum	20190412	assez	foreign	assez	foreign	foreign	foreign	/	/	/
forum	20190412	dure	foreign	dure	foreign	foreign	foreign	/	/	/
forum	20190412	à	foreign	à	foreign	foreign	foreign	/	/	/
forum	20190412	vivre	foreign	vivre	foreign	foreign	foreign	/	/	/
forum	20190412	,	arabizi	,	,	PUNC	PUNC	/	/	/
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20190412	heya	arabizi	هي	هي	PRON_3FS	هو	/	/	/
forum	20190412	elle	foreign	elle	foreign	foreign	foreign	/	/	/
